排名,CPU名称,性能分数,百分比,ID
1666,Apple A12Z Bionic,9365,5.7568772091594%,5459
1667,Intel Core i7-4930K @ 3.40GHz,9363,5.7556477639465%,1693
1668,AMD Custom APU 0932,9358,5.7525741509144%,5869
1669,Intel Xeon E5-2680 @ 2.70GHz,9354,5.7501152604887%,2463
1670,Snapdragon 8 Gen2 Mobile Platform for Galaxy,9353,5.7495005378823%,5091
1671,AMD Ryzen 5 PRO 3400G,9352,5.7488858152759%,3442
1672,AMD Ryzen 5 3400G,9349,5.7470416474566%,3356
1673,Intel Core i3-10300 @ 3.70GHz,9344,5.7439680344245%,3670
1674,Intel Xeon E5-4627 v2 @ 3.30GHz,9320,5.7292146918703%,3434
1675,Intel Xeon Silver 4108 @ 1.80GHz,9302,5.7181496849547%,2584
1676,Intel Xeon E-2144G @ 3.60GHz,9288,5.7095435684647%,3268
1677,CIX P1 CD8180,9277,5.7027816197941%,6217
1678,Intel Xeon E3-1285 v6 @ 4.10GHz,9276,5.7021668971876%,2323
1679,Intel Xeon E5-1650 v2 @ 3.50GHz,9269,5.6978638389427%,2359
1680,Intel Xeon D-1567 @ 2.10GHz,9236,5.6775779929307%,2243
1681,Intel Xeon D-1587 @ 1.70GHz,9223,5.6695865990472%,2244
1682,Intel Xeon E5-2651 v2 @ 1.80GHz,9216,5.6652835408022%,2438
1683,Intel Xeon E3-1275 v6 @ 3.80GHz,9215,5.6646688181958%,2312
1684,Intel Core i5-9500TE @ 2.20GHz,9212,5.6628246503765%,3644
1685,Intel Core i5-8400 @ 2.80GHz,9209,5.6609804825572%,1580
1686,Intel Core i3-10105F @ 3.70GHz,9195,5.6523743660673%,4060
1687,Mediatek MT8798Z/CNZA,9179,5.6425388043645%,5463
1688,Intel Core i7-1185GRE @ 2.80GHz,9165,5.6339326878746%,4172
1689,Intel Xeon E5-2629 v3 @ 2.40GHz,9139,5.6179499001076%,2408
1690,Intel Core i7-9850HL @ 1.90GHz,9112,5.6013523897341%,3505
1691,Intel Xeon Platinum 8362 @ 2.80GHz,9107,5.598278776702%,5289
1692,Intel Xeon D-1715TER @ 2.40GHz,9104,5.5964346088827%,4716
1693,Intel Xeon E-2226GE @ 3.40GHz,9090,5.5878284923928%,6362
1694,Intel Xeon E3-1280 v6 @ 3.90GHz,9087,5.5859843245735%,2319
1695,AMD Ryzen 5 1500X,9077,5.5798370985093%,800
1696,Intel Xeon D-1548 @ 2.00GHz,9075,5.5786076532965%,3295
1697,ARM Cortex-A78AE 16 Core 0 MHz,9072,5.5767634854772%,6564
1698,AMD Ryzen 3 7320U,9064,5.5718457046258%,5057
1699,Intel Xeon E5-4648 v3 @ 1.70GHz,9061,5.5700015368065%,2505
1700,Intel Core i9-9900B @ 3.10GHz,9060,5.5693868142001%,5824
1701,AMD Ryzen 5 3350G,9051,5.5638543107423%,3811
1702,ARM Neoverse-N1 12 Core 0 MHz,9031,5.5515598586138%,4736
1703,Intel Core i5-10400H @ 2.60GHz,9022,5.546027355156%,3680
1704,AMD Ryzen 5 3400GE,9003,5.5343476256339%,3594
1705,Intel Core i3-1215UE,8987,5.5245120639312%,4983
1706,Intel Xeon E5-2620 v4 @ 2.10GHz,8962,5.5091439987706%,2402
1707,Intel i7-1165G7,8956,5.505455663132%,6349
1708,Intel Xeon W-1250TE @ 2.40GHz,8954,5.5042262179192%,6617
1709,Intel Core i7-6700K @ 4.00GHz,8952,5.5029967727063%,1732
1710,Intel Xeon E5-2670 @ 2.60GHz,8946,5.4993084370678%,2453
1711,Intel Core i3-10105 @ 3.70GHz,8896,5.4685723067466%,4132
1712,Intel Core i5-3170K @ 3.20GHz,8882,5.4599661902566%,3579
1713,ARM Kunpeng-920 24 Core 0 MHz,8870,5.4525895189796%,6322
1714,Intel Core i3-10100F @ 3.60GHz,8853,5.4421392346704%,3779
1715,Virtual @ 3.41GHz,8840,5.4341478407868%,5849
1716,Intel Core i3-10100 @ 3.60GHz,8832,5.4292300599355%,3624
1717,Intel Xeon E5-2643 v2 @ 3.50GHz,8798,5.408329491317%,2425
1718,Intel Xeon E3-1270 v6 @ 3.80GHz,8794,5.4058706008913%,2306
1719,Intel Core i7-1065G7 @ 1.30GHz,8787,5.4015675426464%,3403
1720,Intel Xeon E5-2630L v3 @ 1.80GHz,8779,5.396649761795%,2415
1721,Intel Core i7-8809G @ 3.10GHz,8776,5.3948055939757%,1786
1722,Intel Core i3-1315URE,8759,5.3843553096665%,6618
1723,Intel Core i5-10300H @ 2.50GHz,8756,5.3825111418472%,3578
1724,Intel Xeon E-2134 @ 3.50GHz,8741,5.3732903027509%,3257
1725,AMD Ryzen 5 2400G,8732,5.3677577992931%,803
1726,ARM - 32 Core 3300 MHz,8732,5.3677577992931%,5587
1727,Intel Atom x7835RE,8710,5.3542339019517%,5815
1728,Intel Xeon E3-1240 v6 @ 3.70GHz,8706,5.351775011526%,2284
1729,QTI SM7675,8698,5.3468572306747%,5910
1730,ARM X-Gene 32 Core 3300 MHz,8684,5.3382511141847%,4510
1731,Intel Core i7-8559U @ 2.70GHz,8674,5.3321038881205%,1770
1732,Intel Xeon W-2223 @ 3.60GHz,8660,5.3234977716306%,3596
1733,AMD Ryzen 5 7520C,8654,5.319809435992%,6289
1734,Intel Atom C5125,8631,5.3056708160443%,4970
1735,SM8550,8629,5.3044413708314%,6523
1736,Intel Core i7-7700 @ 3.60GHz,8621,5.29952358998%,1753
1737,Intel Xeon E5-2648L v2 @ 1.90GHz,8611,5.2933763639158%,3364
1738,ARM - 8 Core 2424 MHz,8610,5.2927616413094%,5121
1739,Intel Core i7-3960X @ 3.30GHz,8595,5.283540802213%,1644
1740,Intel Xeon Gold 5122 @ 3.60GHz,8595,5.283540802213%,2547
1741,Intel Core i5-1230U,8591,5.2810819117873%,4778
1742,Intel Xeon E5-4650 @ 2.70GHz,8589,5.2798524665745%,2506
1743,Intel Xeon @ 3.10GHz,8587,5.2786230213616%,5083
1744,Intel Xeon W-2123 @ 3.60GHz,8585,5.2773935761488%,2593
1745,Mediatek MT6896Z/CZA,8565,5.2650991240203%,5228
1746,Mediatek MT6983W/CZA,8565,5.2650991240203%,5362
1747,Intel Xeon E-2314 @ 2.80GHz,8549,5.2552635623175%,4554
1748,Apple A14 Bionic,8536,5.247272168434%,3838
1749,Intel Xeon E3-1245 v6 @ 3.70GHz,8533,5.2454280006147%,2292
1750,Mediatek MT8792,8526,5.2411249423698%,5960
1751,Intel Core i5-10200H @ 2.40GHz,8521,5.2380513293376%,3784
1752,ARM - 6 Core 0 MHz,8515,5.2343629936991%,6303
1753,ARM - 8 Core 0 MHz,8515,5.2343629936991%,6304
1754,Intel Xeon W-11155MLE @ 1.80GHz,8502,5.2263715998156%,5586
1755,Intel Core i7-8569U @ 2.80GHz,8494,5.2214538189642%,3559
1756,Intel Xeon E5-2628 v3 @ 2.50GHz,8447,5.1925618564623%,4393
1757,Intel Core i7 X 995 @ 3.60GHz,8427,5.1802674043338%,5475
1758,AMD EPYC 3151,8425,5.1790379591209%,5094
1759,Intel Xeon E5-2665 @ 2.40GHz,8421,5.1765790686953%,2448
1760,Mediatek MT8195,8419,5.1753496234824%,5919
1761,Intel Xeon E5-4650L @ 2.60GHz,8415,5.1728907330567%,2507
1762,Intel Xeon E3-1585 v5 @ 3.50GHz,8408,5.1685876748117%,2338
1763,Intel Xeon E3-1230 v6 @ 3.50GHz,8405,5.1667435069925%,2275
1764,Intel Xeon E3-1275 v5 @ 3.60GHz,8401,5.1642846165668%,2311
1765,Intel Core i5-1035G7 @ 1.20GHz,8400,5.1636698939603%,3465
1766,AMD Ryzen 3 7320C,8386,5.1550637774704%,5396
1767,Intel Xeon E5-1660 @ 3.30GHz,8381,5.1519901644383%,2362
1768,ARM - 32 Core 3000 MHz,8376,5.1489165514062%,6646
1769,AMD EPYC 8324PN 32-Core,8375,5.1483018287998%,6196
1770,Mediatek MT6897,8363,5.1409251575227%,5639
1771,AMD Ryzen 5 3580U with Radeon Vega Mobile Gfx,8361,5.1396957123098%,6474
1772,AMD Ryzen Embedded V1807B,8359,5.138466267097%,827
1773,Intel U300,8338,5.1255570923621%,5370
1774,Intel Core i7-10810U @ 1.10GHz,8333,5.12248347933%,3649
1775,Intel Xeon E3-1270 v5 @ 3.60GHz,8329,5.1200245889043%,2305
1776,Intel Core i5-9400H @ 2.50GHz,8323,5.1163362532657%,3368
1777,Intel Core i7-3970X @ 3.50GHz,8322,5.1157215306593%,1645
1778,Intel Xeon E3-1280 v5 @ 3.70GHz,8320,5.1144920854464%,2318
1779,AMD Ryzen 5 PRO 2400G,8307,5.1065006915629%,810
1780,AMD Ryzen 7 3750H,8306,5.1058859689565%,3302
1781,Intel Core i3-1315UE,8294,5.0985092976794%,5552
1782,AMD Ryzen Embedded R2544,8293,5.097894575073%,5424
1783,Intel Core i5-9600T @ 2.30GHz,8280,5.0899031811895%,3486
1784,Intel Core i5-1035G4 @ 1.10GHz,8268,5.0825265099124%,3462
1785,Intel Xeon E3-1240 v5 @ 3.50GHz,8257,5.0757645612417%,2283
1786,Intel Xeon E5-2470 @ 2.30GHz,8240,5.0653142769325%,2386
1787,Intel Core i5-9500T @ 2.20GHz,8235,5.0622406639004%,3320
1788,Intel Core i7-3930K @ 3.20GHz,8234,5.061625941294%,1642
1789,Intel Core i3-10100E @ 3.20GHz,8229,5.0585523282619%,4498
1790,Intel Core i7-8557U @ 1.70GHz,8225,5.0560934378362%,3528
1791,Intel Xeon E3-1535M v6 @ 3.10GHz,8217,5.0511756569848%,2335
1792,AMD Ryzen Embedded V1756B,8215,5.0499462117719%,3446
1793,Intel Xeon E5-2660 @ 2.20GHz,8211,5.0474873213462%,2443
1794,AMD Ryzen 5 PRO 3400GE,8208,5.045643153527%,3443
1795,Apple M1,8207,5.0450284309205%,4018
1796,ARM X-Gene 32 Core 3000 MHz,8202,5.0419548178884%,4988
1797,ARM Avalanche-M2 4 Core 2424 MHz,8182,5.02966036576%,5750
1798,ARM Apple M1 Pro (Virtual) 3 Core 0 MHz,8165,5.0192100814507%,4733
1799,Intel Xeon D-1712TR @ 2.00GHz,8155,5.0130628553865%,6466
1800,Intel Core i7-8706G @ 3.10GHz,8136,5.0013831258645%,1780
1801,Intel Core i3-10305T @ 3.00GHz,8136,5.0013831258645%,4238
1802,AMD Ryzen 5 2400GE,8134,5.0001536806516%,804
1803,Intel Core i5-8259U @ 2.30GHz,8134,5.0001536806516%,1575
1804,ARM - 32 Core 2911 MHz,8133,4.9995389580452%,5579
1805,Intel Core i5-8279U @ 2.40GHz,8129,4.9970800676195%,3437
1806,Intel Xeon E5-1650 @ 3.20GHz,8100,4.9792531120332%,2358
1807,Intel Core i5-8600T @ 2.30GHz,8093,4.9749500537882%,1587
1808,Mediatek Dimensity 9200 (MT6985),8076,4.964499769479%,5561
1809,Intel Core i5-8400H @ 2.50GHz,8073,4.9626556016598%,1581
1810,AMD Athlon Gold PRO 4150GE,8070,4.9608114338405%,4840
1811,Intel Core i7-6700 @ 3.40GHz,8066,4.9583525434148%,1730
1812,Intel Xeon E3-1245 v5 @ 3.50GHz,8064,4.9571230982019%,2291
1813,Intel Core i3-N300,8064,4.9571230982019%,5398
1814,Intel Core i7-4790K @ 4.00GHz,8059,4.9540494851698%,1681
1815,Intel Core i3-13100TE,8057,4.952820039957%,6083
1816,Intel Core i5-8269U @ 2.60GHz,8055,4.9515905947441%,4137
1817,AMD Ryzen 5 3550H,8053,4.9503611495313%,3271
1818,Intel Xeon E3-1230 v5 @ 3.40GHz,8051,4.9491317043184%,2274
1819,Intel Xeon Platinum 8581C @ 2.30GHz,8040,4.9423697556478%,6152
1820,MediaTek MT6983,8033,4.9380666974028%,4756
1821,AMD Opteron 6348,8030,4.9362225295835%,3573
1822,Intel Xeon E3-1585L v5 @ 3.00GHz,8021,4.9306900261257%,2339
1823,Intel Core i3-10100TE @ 2.30GHz,8016,4.9276164130936%,4928
1824,ARM FTC662 64 Core 0 MHz,8008,4.9226986322422%,6319
1825,Intel Xeon E3-1285L v4 @ 3.40GHz,7983,4.9073305670816%,2325
1826,CentaurHauls @2500MHz,7969,4.8987244505917%,4760
1827,Mediatek MT6895Z_A/TCZA,7968,4.8981097279852%,5245
1828,Intel Xeon D-1531 @ 2.20GHz,7967,4.8974950053788%,2238
1829,Mediatek Dimensity 8200-Ultimate (MT6896),7961,4.8938066697403%,5655
1830,Intel Core i3-10105T @ 3.00GHz,7951,4.887659443676%,4274
1831,Intel Xeon E3-1515M v5 @ 2.80GHz,7938,4.8796680497925%,2333
1832,Intel Core i7-8709G @ 3.10GHz,7921,4.8692177654833%,1781
1833,Intel Core i7-8705G @ 3.10GHz,7917,4.8667588750576%,1779
1834,Intel Xeon E5-2620 v3 @ 2.40GHz,7915,4.8655294298448%,2401
1835,QTI SM8635,7906,4.859996926387%,5836
1836,QTI SM8475,7903,4.8581527585677%,5173
1837,Intel Core i5-9300H @ 2.40GHz,7853,4.8274166282465%,3314
1838,Intel Xeon E3-1545M v5 @ 2.90GHz,7848,4.8243430152144%,2336
1839,Intel Core i7-7700T @ 2.90GHz,7810,4.8009835561703%,1756
1840,AMD Ryzen 5 1400,7809,4.8003688335639%,799
1841,Intel Core i5-1035G1 @ 1.00GHz,7809,4.8003688335639%,3449
1842,ARM Firestorm 4 Core 2064 MHz,7804,4.7972952205317%,5492
1843,Intel Core i7-5775C @ 3.30GHz,7797,4.7929921622868%,1707
1844,AMD Ryzen 5 3580U,7797,4.7929921622868%,3461
1845,CentaurHauls @2400MHz,7784,4.7850007684033%,6017
1846,Intel Core i7-7820HK @ 2.90GHz,7781,4.783156600584%,1759
1847,Intel Core i3-10300T @ 3.00GHz,7780,4.7825418779776%,3750
1848,Intel Pentium Gold 8500,7780,4.7825418779776%,6147
1849,AMD Ryzen Embedded V1807F,7775,4.7794682649454%,5408
1850,Intel Core i7 X 980 @ 3.33GHz,7762,4.7714768710619%,4979
1851,Intel Core i3-9350K @ 4.00GHz,7760,4.7702474258491%,3731
1852,Intel Core i7-5950HQ @ 2.90GHz,7759,4.7696327032427%,1713
1853,Intel Xeon E3-1260L v5 @ 2.90GHz,7757,4.7684032580298%,2295
1854,Intel Core 3 N350,7748,4.762870754572%,6170
1855,Intel Xeon D-1813NT @ 2.20GHz,7732,4.7530351928692%,5979
1856,Intel Xeon D-2123IT @ 2.20GHz,7731,4.7524204702628%,2245
1857,Intel Xeon E5-2640 v2 @ 2.00GHz,7730,4.7518057476564%,2421
1858,Mediatek MT6983Z/CZA,7726,4.7493468572307%,5681
1859,Intel Xeon E3-1575M v5 @ 3.00GHz,7721,4.7462732441986%,2337
1860,AMD Ryzen 3 PRO 1300,7717,4.7438143537729%,795
1861,Intel Core i5-8260U @ 1.60GHz,7711,4.7401260181343%,3632
1862,Virtual @ 2.59GHz,7705,4.7364376824958%,6579
1863,AMD Athlon Gold PRO 3150G,7702,4.7345935146765%,3697
1864,Intel U300L,7692,4.7284462886123%,6379
1865,AMD Ryzen 5 3550U,7681,4.7216843399416%,3678
1866,[3-Way] Intel Xeon X7460 @ 2.66GHz,7672,4.7161518364838%,3217
1867,Mediatek MT6891Z/CZA,7671,4.7155371138774%,5637
1868,Samsung s5e8855,7671,4.7155371138774%,6143
1869,ARM Firestorm-M1 4 Core 2064 MHz,7667,4.7130782234517%,5601
1870,Intel Core i5-8500T @ 2.10GHz,7666,4.7124635008452%,1584
1871,Intel Core i5-9300HF @ 2.40GHz,7666,4.7124635008452%,3611
1872,Intel Xeon E3-1270L v4 @ 3.00GHz,7662,4.7100046104195%,3266
1873,AMD Ryzen 7 2800H,7656,4.706316274781%,3251
1874,Intel Core i7 980 @ 3.33GHz,7652,4.7038573843553%,5090
1875,Intel Core i5-8257U @ 1.40GHz,7650,4.7026279391425%,3489
1876,Intel Core i5-9400T @ 1.80GHz,7647,4.7007837713232%,3373
1877,Intel Xeon E5-1630 v4 @ 3.70GHz,7634,4.6927923774397%,2357
1878,AMD Ryzen 3 4300U,7624,4.6866451513754%,3552
1879,Intel Xeon E3-1285 v4 @ 3.50GHz,7614,4.6804979253112%,2322
1880,Intel Xeon E5-2637 v3 @ 3.50GHz,7605,4.6749654218534%,2418
1881,Intel Core i5-9500E @ 3.00GHz,7598,4.6706623636084%,6227
1882,"Qualcomm Technologies, Inc KONA-IOT",7592,4.6669740279699%,4815
1883,Intel Xeon E5-2623 v4 @ 2.60GHz,7582,4.6608268019056%,2404
1884,QTI SM7475,7565,4.6503765175964%,5231
1885,Intel Core i5-8300H @ 2.30GHz,7550,4.6411556785001%,1577
1886,AMD Ryzen 7 3780U,7549,4.6405409558937%,3469
1887,AMD Ryzen 5 2600H,7537,4.6331642846166%,3282
1888,Intel Xeon E-2124G @ 3.40GHz,7534,4.6313201167973%,2249
1889,Google GS201,7531,4.629475948978%,5176
1890,AMD Ryzen 5 PRO 2400GE,7520,4.6227140003074%,811
1891,Intel Core i3-9350KF @ 4.00GHz,7520,4.6227140003074%,3326
1892,Intel Core i3-10100T @ 3.00GHz,7519,4.6220992777009%,3703
1893,Intel Xeon E3-1535M v5 @ 2.90GHz,7516,4.6202551098817%,2334
1894,MT6893Z_Z/CZA,7510,4.6165667742431%,4823
1895,Google Tensor,7499,4.6098048255725%,5162
1896,AMD Ryzen 3 2300X,7493,4.6061164899339%,3264
1897,Intel Xeon E-2224G @ 3.50GHz,7477,4.5962809282311%,3352
1898,Intel Xeon E5-2650L v2 @ 1.70GHz,7475,4.5950514830183%,3252
1899,Intel Xeon E5-2630 v2 @ 2.60GHz,7471,4.5925925925926%,2410
1900,Intel Xeon E5-2667 @ 2.90GHz,7469,4.5913631473797%,2449
1901,Intel Core i7-7920HQ @ 3.10GHz,7468,4.5907484247733%,1763
1902,Intel Xeon E5-1630 v3 @ 3.70GHz,7461,4.5864453665284%,2356
1903,Intel Core i7-7820EQ @ 3.00GHz,7453,4.581527585677%,3404
1904,Intel Xeon E5-2608L v4 @ 1.60GHz,7447,4.5778392500384%,4882
1905,Intel Xeon E3-1271 v3 @ 3.60GHz,7427,4.5655447979099%,2307
1906,Intel Xeon E3-1286 v3 @ 3.70GHz,7418,4.5600122944521%,2326
1907,Intel Core i7-6920HQ @ 2.90GHz,7408,4.5538650683879%,1744
1908,AMD Ryzen 3 3200GE,7408,4.5538650683879%,3681
1909,Intel Xeon E5-1620 v4 @ 3.50GHz,7406,4.552635623175%,2355
1910,ARM Neoverse-N1 10 Core 0 MHz,7390,4.5428000614723%,6324
1911,Intel Core i5-8400T @ 1.70GHz,7384,4.5391117258337%,1582
1912,Intel Atom P5322,7378,4.5354233901952%,5761
1913,Intel Core i7-5775R @ 3.30GHz,7373,4.5323497771631%,1708
1914,Intel Xeon @ 2.00GHz,7363,4.5262025510988%,3343
1915,Intel Core i3-9320 @ 3.70GHz,7358,4.5231289380667%,3402
1916,Mediatek MT6899,7356,4.5218994928538%,6058
1917,AMD Ryzen 7 3700U,7352,4.5194406024282%,3292
1918,Intel Xeon E3-1276 v3 @ 3.60GHz,7345,4.5151375441832%,2314
1919,AMD Opteron 6380,7336,4.5096050407254%,609
1920,Intel Xeon E5-2650 @ 2.00GHz,7335,4.5089903181189%,2431
1921,AMD Ryzen 7 PRO 3700U,7328,4.504687259874%,3303
1922,ARM Cortex-A78AE 12 Core 2201 MHz,7326,4.5034578146611%,6031
1923,Intel Xeon E3-1565L v5 @ 2.50GHz,7325,4.5028430920547%,6276
1924,Intel Xeon E5-2450 @ 2.10GHz,7321,4.500384201629%,2384
1925,Intel Core i7-1060NG7 @ 1.20GHz,7316,4.4973105885969%,3633
1926,Intel Xeon E5-4640 @ 2.40GHz,7308,4.4923928077455%,2503
1927,Google Tensor G3,7306,4.4911633625327%,5473
1928,Intel Xeon Phi 7210 @ 1.30GHz,7306,4.4911633625327%,5504
1929,Intel Xeon E-2224 @ 3.40GHz,7297,4.4856308590748%,3372
1930,Mediatek MT6891Z_T/CZA,7296,4.4850161364684%,5885
1931,Intel Core i3-9300 @ 3.70GHz,7279,4.4745658521592%,3371
1932,AMD Opteron 6281,7279,4.4745658521592%,3757
1933,Intel Core i7-6700T @ 2.80GHz,7272,4.4702627939142%,1733
1934,MT6893Z_B/CZA,7270,4.4690333487014%,4751
1935,Intel Xeon E3-1280 v3 @ 3.60GHz,7256,4.4604272322115%,2317
1936,Intel Core i7-6770HQ @ 2.60GHz,7252,4.4579683417858%,1735
1937,AMD Ryzen 5 Microsoft Surface Edition,7243,4.452435838328%,5636
1938,Intel Core i7-990X @ 3.47GHz,7241,4.4512063931151%,1802
1939,Mediatek MT6895Z_B/TCZA,7238,4.4493622252958%,5209
1940,Intel Xeon E3-1281 v3 @ 3.70GHz,7230,4.4444444444444%,2320
1941,Intel Xeon E5-4610 v3 @ 1.70GHz,7229,4.443829721838%,3389
1942,ARM Cortex-A720 6 Core 2600 MHz,7226,4.4419855540187%,6673
1943,AMD Athlon Gold PRO 3150GE,7212,4.4333794375288%,3698
1944,Intel Core i7-4790 @ 3.60GHz,7211,4.4327647149224%,1680
1945,AMD Ryzen 3 3200G,7204,4.4284616566774%,3355
1946,ARM Kunpeng-920 16 Core 0 MHz,7202,4.4272322114646%,6470
1947,Intel Xeon E3-1246 v3 @ 3.50GHz,7200,4.4260027662517%,2293
1948,Intel Xeon E3-1270 v3 @ 3.50GHz,7189,4.4192408175811%,2304
1949,Intel Xeon E5-2628L v2 @ 1.90GHz,7181,4.4143230367297%,2405
1950,Intel Xeon W3690 @ 3.47GHz,7179,4.4130935915168%,2613
1951,Intel Xeon D-1537 @ 1.70GHz,7176,4.4112494236976%,2239
1952,Intel Xeon D-1539 @ 1.60GHz,7175,4.4106347010911%,3397
1953,Intel Xeon D-2712T @ 1.90GHz,7166,4.4051021976333%,5061
1954,Intel Core i7-7820HQ @ 2.90GHz,7163,4.403258029814%,1760
1955,MediaTek MT6895,7161,4.4020285846012%,4800
1956,AMD Ryzen 7 3700C,7145,4.3921930228984%,4669
1957,AMD Ryzen 7 PRO 2700U,7122,4.3780544029507%,823
1958,AMD Ryzen 5 3500U,7120,4.3768249577378%,3287
1959,Intel Xeon D-1557 @ 1.50GHz,7118,4.375595512525%,3380
1960,Intel Core i7-4770K @ 3.50GHz,7117,4.3749807899185%,1673
1961,QTI SM8250,7117,4.3749807899185%,5170
1962,Intel Xeon E3-1241 v3 @ 3.50GHz,7114,4.3731366220993%,2287
1963,Intel 300,7113,4.3725218994929%,5643
1964,Intel Xeon X5679 @ 3.20GHz,7095,4.3614568925772%,2656
1965,Intel Xeon E5-2623 v3 @ 3.00GHz,7090,4.3583832795451%,2403
1966,Mediatek MT6878,7083,4.3540802213001%,5861
1967,Intel Core i7-995X @ 3.60GHz,7079,4.3516213308744%,1803
1968,Qualcomm SM8250,7078,4.351006608268%,5232
1969,Intel Xeon E3-1245 v3 @ 3.40GHz,7074,4.3485477178423%,2290
1970,Intel Core i5-8305G @ 2.80GHz,7073,4.3479329952359%,1578
1971,AMD Ryzen 3 PRO 3200GE,7071,4.3467035500231%,3348
1972,Intel Xeon E3-1275 v3 @ 3.50GHz,7067,4.3442446595974%,2310
1973,Intel CC150 @ 3.50GHz,7063,4.3417857691717%,3685
1974,Intel Core i7-4771 @ 3.50GHz,7052,4.335023820501%,1678
1975,Intel Core i7-4940MX @ 3.10GHz,7047,4.3319502074689%,1695
1976,Intel Core i7-10610U @ 1.80GHz,7047,4.3319502074689%,3645
1977,Intel Xeon E3-1240 v3 @ 3.40GHz,7046,4.3313354848625%,2282
1978,Intel Xeon E-2124 @ 3.30GHz,7046,4.3313354848625%,3296
1979,QTI SG8175P,7046,4.3313354848625%,5530
1980,Intel Core i7-6820HK @ 2.70GHz,7043,4.3294913170432%,1739
1981,AMD Ryzen 3 PRO 3200G,7037,4.3258029814046%,3441
1982,Intel Core i7-5850EQ @ 2.70GHz,7036,4.3251882587982%,1710
1983,Intel Core i7-4770 @ 3.40GHz,7034,4.3239588135854%,1671
1984,Intel Xeon E3-1505M v5 @ 2.80GHz,7030,4.3214999231597%,2331
1985,Intel Core i7-980 @ 3.33GHz,7023,4.3171968649147%,1799
1986,AMD Opteron 6386 SE,7017,4.3135085292762%,610
1987,Mediatek MT8797Z/CNZA,7011,4.3098201936376%,5235
1988,QTI SM7635,7009,4.3085907484248%,6008
1989,AMD Athlon Gold 3150G,7002,4.3042876901798%,4584
1990,Intel Xeon E5-1620 v3 @ 3.50GHz,7000,4.303058244967%,2354
1991,Intel Xeon E5-4607 v2 @ 2.60GHz,6986,4.294452128477%,3272
1992,AMD Ryzen 5 PRO 3500U,6981,4.2913785154449%,3357
1993,Intel Xeon X5690 @ 3.47GHz,6976,4.2883049024128%,2659
1994,Intel Xeon E3-1231 v3 @ 3.40GHz,6961,4.2790840633164%,2277
1995,Intel Core i7-7700HQ @ 2.80GHz,6945,4.2692485016136%,1754
1996,Mediatek MT6889,6944,4.2686337790072%,5435
1997,Intel Core i7-4790S @ 3.20GHz,6935,4.2631012755494%,1682
1998,Intel Xeon E5-2440 v2 @ 1.90GHz,6927,4.258183494698%,2382
1999,AMD Opteron 6287 SE,6925,4.2569540494852%,604
2000,Intel Core i7-6820EQ @ 2.80GHz,6924,4.2563393268787%,1738
2001,Intel Core i7-6820HQ @ 2.70GHz,6924,4.2563393268787%,1740
2002,AMD EPYC 9R45,6922,4.2551098816659%,6513
2003,ARM Cortex-A720 12 Core 2600 MHz,6920,4.2538804364531%,6446
2004,Intel Xeon E3-1285 v3 @ 3.60GHz,6919,4.2532657138466%,2321
2005,Intel Xeon E3-1505M v6 @ 3.00GHz,6897,4.2397418165053%,2332
2006,AMD Ryzen 3 1300X,6888,4.2342093130475%,789
2007,Qualcomm SM8350,6888,4.2342093130475%,5210
2008,Intel Xeon W3680 @ 3.33GHz,6884,4.2317504226218%,2612
2009,Intel Core i7-6700TE @ 2.40GHz,6879,4.2286768095897%,1734
2010,Intel Core i7-10510U @ 1.80GHz,6879,4.2286768095897%,3429
2011,Intel Pentium Gold G7400,6872,4.2243737513447%,4602
2012,Intel Core i3-9100E @ 3.10GHz,6868,4.221914860919%,5481
2013,Intel Core i7-5850HQ @ 2.70GHz,6866,4.2206854157062%,1711
2014,Intel Xeon E5-2430 v2 @ 2.50GHz,6864,4.2194559704933%,2378
2015,Intel Core i5-7600K @ 3.80GHz,6860,4.2169970800676%,1569
2016,Samsung s5e8845,6849,4.210235131397%,5726
2017,Intel Xeon E3-1285L v3 @ 3.10GHz,6848,4.2096204087905%,2324
2018,Intel Xeon E5-4620 @ 2.20GHz,6830,4.1985554018749%,2500
2019,Intel Core i3-8350K @ 4.00GHz,6827,4.1967112340556%,1390
2020,AMD Ryzen 5 3450U,6823,4.1942523436299%,3793
2021,AMD Ryzen 5 PRO 2500U,6818,4.1911787305978%,812
2022,AMD Ryzen 7 2700U,6812,4.1874903949593%,818
2023,AMD Ryzen Embedded R2514,6811,4.1868756723529%,5410
2024,AMD Ryzen Embedded V1605B,6809,4.18564622714%,826
2025,HiSilicon Kirin,6794,4.1764253880436%,5115
2026,Mediatek MT6893Z_T/CZA,6792,4.1751959428308%,5389
2027,AMD Ryzen 3 2200G,6790,4.173966497618%,790
2028,Intel Xeon E3-1230 v3 @ 3.30GHz,6783,4.169663439373%,2273
2029,Intel Xeon X5680 @ 3.33GHz,6783,4.169663439373%,2657
2030,Intel Core i7-4980HQ @ 2.80GHz,6782,4.1690487167666%,1698
2031,ARM Firestorm 8 Core 2064 MHz,6775,4.1647456585216%,5226
2032,Intel Xeon E5-2448L v2 @ 1.80GHz,6774,4.1641309359152%,2383
2033,Intel Pentium Gold 8505,6771,4.1622867680959%,4635
2034,Intel Core i7-4770S @ 3.10GHz,6770,4.1616720454895%,1675
